Acad Group,Class ID,Subject,Subject Code,Course Nbr,Section,Course Title,Day,Time,Instructor,Credits
Architecture & Urban Planning,37453,Urban and Regional Planning,URP, 602,006,Prof Project,,ARR,Hoey,3.00-6.00
Architecture & Urban Planning,16892,Urban and Regional Planning,URP, 603,001,Capstone Studio,T TH,230-530PM,"Grengs, Dueweke",6.00
Architecture & Urban Planning,23149,Urban and Regional Planning,URP, 610,002,URP Grad Exper Cse,W,6-9PM,Norman,3.00
Architecture & Urban Planning,31545,Urban and Regional Planning,URP, 610,003,URP Grad Exper Cse,M W,9-1030AM,,3.00
Architecture & Urban Planning,31546,Urban and Regional Planning,URP, 610,004,URP Grad Exper Cse,W,9-12PM,,3.00
Architecture & Urban Planning,17321,Urban and Regional Planning,URP, 612,001,URP Directed Study,,ARR,,1.00-4.00
Architecture & Urban Planning,37279,Urban and Regional Planning,URP, 612,010,URP Directed Study,,ARR,Dueweke,1.00-4.00
Architecture & Urban Planning,37246,Urban and Regional Planning,URP, 612,020,URP Directed Study,,ARR,Goodspeed,1.00-4.00
Architecture & Urban Planning,35956,Urban and Regional Planning,URP, 612,024,URP Directed Study,,ARR,Larsen,1.00-4.00
Architecture & Urban Planning,22517,Urban and Regional Planning,URP, 613,001,URP Directed Study,,ARR,,1.00-4.00
Architecture & Urban Planning,33437,Urban and Regional Planning,URP, 613,008,URP Directed Study,,ARR,Deng,1.00-4.00
Architecture & Urban Planning,32287,Urban and Regional Planning,URP, 700,001,Adv Urban Theory,F,1-4PM,Campbell,3.00
Architecture & Urban Planning,32287,Urban and Regional Planning,URP, 700,001,Adv Urban Theory,F,1-4PM,,3.00
Architecture & Urban Planning,32700,Urban and Regional Planning,URP, 800,001,Qual Resrch Mthds,TH,6-9PM,Murray,3.00
Architecture & Urban Planning,10070,Urban and Regional Planning,URP, 990,001,PhD Diss-Precand,,ARR,,1.00-8.00
Architecture & Urban Planning,36671,Urban and Regional Planning,URP, 990,006,PhD Diss-Precand,,ARR,Hoey,1.00-8.00
Architecture & Urban Planning,36672,Urban and Regional Planning,URP, 990,018,PhD Diss-Precand,,ARR,Pimentel Walker,1.00-8.00
Architecture & Urban Planning,36670,Urban and Regional Planning,URP, 990,025,PhD Diss-Precand,,ARR,Grengs,1.00-8.00
Architecture & Urban Planning,10071,Urban and Regional Planning,URP, 993,001,Teach Meth Gsi,,ARR,"Haar, Grengs",1.00
Architecture & Urban Planning,10072,Urban and Regional Planning,URP, 995,001,PhD Diss-Cand,,ARR,,8.00
Architecture & Urban Planning,33526,Urban and Regional Planning,URP, 995,004,PhD Diss-Cand,,ARR,Murray,8.00
Architecture & Urban Planning,36679,Urban and Regional Planning,URP, 995,006,PhD Diss-Cand,,ARR,Hoey,8.00
Architecture & Urban Planning,33527,Urban and Regional Planning,URP, 995,007,PhD Diss-Cand,,ARR,Fishman,8.00
Architecture & Urban Planning,33528,Urban and Regional Planning,URP, 995,008,PhD Diss-Cand,,ARR,Deng,8.00
Architecture & Urban Planning,33529,Urban and Regional Planning,URP, 995,015,PhD Diss-Cand,,ARR,Thomas,8.00
Architecture & Urban Planning,36677,Urban and Regional Planning,URP, 995,016,PhD Diss-Cand,,ARR,Etienne,8.00
Architecture & Urban Planning,36678,Urban and Regional Planning,URP, 995,018,PhD Diss-Cand,,ARR,Pimentel Walker,8.00
Architecture & Urban Planning,33530,Urban and Regional Planning,URP, 995,021,PhD Diss-Cand,,ARR,Norton,8.00
Architecture & Urban Planning,33531,Urban and Regional Planning,URP, 995,023,PhD Diss-Cand,,ARR,Levine,8.00
Architecture & Urban Planning,33532,Urban and Regional Planning,URP, 995,024,PhD Diss-Cand,,ARR,Larsen,8.00
Architecture & Urban Planning,33533,Urban and Regional Planning,URP, 995,025,PhD Diss-Cand,,ARR,Grengs,8.00
Architecture & Urban Planning,33534,Urban and Regional Planning,URP, 995,030,PhD Diss-Cand,,ARR,Campbell,8.00
Dental Hygiene,10150,Dental Hygiene,DENTHYG, 210,001,Clinical Dent Hyg,M,1-5PM,McComas,4.00
Dental Hygiene,10150,Dental Hygiene,DENTHYG, 210,001,Clinical Dent Hyg,T,10-12PM,,4.00
Dental Hygiene,10150,Dental Hygiene,DENTHYG, 210,001,Clinical Dent Hyg,TH,8-12PM,,4.00
Dental Hygiene,10150,Dental Hygiene,DENTHYG, 210,001,Clinical Dent Hyg,F,8-12PM,,4.00
Dental Hygiene,10151,Dental Hygiene,DENTHYG, 220,001,Survey Dental Hyg,W,10-11AM,"Kinney, Nieto",1.00
Dental Hygiene,15880,Dental Hygiene,DENTHYG, 242,001,Oral Anatomy,T,2-5PM,Eagle,2.00
Dental Hygiene,15880,Dental Hygiene,DENTHYG, 242,001,Oral Anatomy,T,2-330PM,,2.00
Dental Hygiene,15880,Dental Hygiene,DENTHYG, 242,001,Oral Anatomy,T,2-330PM,,2.00
Dental Hygiene,15880,Dental Hygiene,DENTHYG, 242,001,Oral Anatomy,T,2-330PM,,2.00
Dental Hygiene,15880,Dental Hygiene,DENTHYG, 242,001,Oral Anatomy,T,2-4PM,,2.00
Dental Hygiene,10152,Dental Hygiene,DENTHYG, 252,001,Behavioral Sci I,W,8-10AM,Inglehart,2.00
Dental Hygiene,28909,Dental Hygiene,DENTHYG, 262,001,Anatomy & Physiology,T W F,10-12PM,Marti,5.00
Dental Hygiene,10153,Dental Hygiene,DENTHYG, 272,001,Dental Pract Emerg,T,8-10AM,Marti,2.00
Dental Hygiene,10154,Dental Hygiene,DENTHYG, 291,001,Oral Histol & Embry,T W,1-2PM,Chiego Jr,2.00
Dental Hygiene,10155,Dental Hygiene,DENTHYG, 310,001,Radiograph Interpr,T,1-2PM,Soki,1.00
Dental Hygiene,10155,Dental Hygiene,DENTHYG, 310,001,Radiograph Interpr,TH,9-12PM,,1.00
Dental Hygiene,10155,Dental Hygiene,DENTHYG, 310,001,Radiograph Interpr,TH,9-12PM,,1.00
Dental Hygiene,10155,Dental Hygiene,DENTHYG, 310,001,Radiograph Interpr,TH,9-12PM,,1.00
Dental Hygiene,10156,Dental Hygiene,DENTHYG, 312,001,Clinical Dent Hyg,T,2-5PM,Eagle,3.00
Dental Hygiene,10156,Dental Hygiene,DENTHYG, 312,001,Clinical Dent Hyg,W,10-11AM,,3.00
Dental Hygiene,10157,Dental Hygiene,DENTHYG, 344,001,Community Dentistry,T,8-9AM,Jones,2.00
Dental Hygiene,10157,Dental Hygiene,DENTHYG, 344,001,Community Dentistry,M,8-9AM,,2.00
Dental Hygiene,10158,Dental Hygiene,DENTHYG, 382,001,Nutrition,T,9-11AM,VanDuine,3.00
Dental Hygiene,29409,Dental Hygiene,DENTHYG, 401,001,Emrg Educat Ace Dent,,ARR,Richards,1.00-3.00
Dental Hygiene,10159,Dental Hygiene,DENTHYG, 414,001,Clinical Dent Hyg,M,1-2PM,Ash,4.00
Dental Hygiene,10159,Dental Hygiene,DENTHYG, 414,001,Clinical Dent Hyg,T,8-9AM,,4.00
Dental Hygiene,10159,Dental Hygiene,DENTHYG, 414,001,Clinical Dent Hyg,T,1-2PM,,4.00
Dental Hygiene,10159,Dental Hygiene,DENTHYG, 414,001,Clinical Dent Hyg,M,1-2PM,,4.00
Dental Hygiene,10159,Dental Hygiene,DENTHYG, 414,001,Clinical Dent Hyg,M,1-2PM,,4.00
Dental Hygiene,25140,Dental Hygiene,DENTHYG, 416,001,Intraprof Education,M,8-9AM,"Kinney, de Peralta, Fitzgerald, Ash",1.00
Dental Hygiene,17428,Dental Hygiene,DENTHYG, 422,001,Pain Control,W,8-10AM,McComas,2.00
Dental Hygiene,10160,Dental Hygiene,DENTHYG, 425,001,Periodontics III,M,11-12PM,Duff,1.00
Dental Hygiene,17427,Dental Hygiene,DENTHYG, 429,001,Dental Pharmacology,M W,1-2PM,Travan,2.00
Dental Hygiene,10161,Dental Hygiene,DENTHYG, 434,001,Dent Hyg Field Exp,,ARR,,2.00
Dental Hygiene,10162,Dental Hygiene,DENTHYG, 444,001,Comm Prac:Hd Start,M,8-9AM,,1.00
Dental Hygiene,10163,Dental Hygiene,DENTHYG, 445,001,Research II,,ARR,,2.00-4.00
Dental Hygiene,10164,Dental Hygiene,DENTHYG, 446,001,Scientific Writing,M,9-11AM,VanDuine,2.00
Dental Hygiene,10165,Dental Hygiene,DENTHYG, 450,001,Practicum,W,4-7PM,Jones,2.00
Dental Hygiene,10165,Dental Hygiene,DENTHYG, 450,001,Practicum,W,5-630PM,,2.00
Dental Hygiene,10165,Dental Hygiene,DENTHYG, 450,001,Practicum,W,4-630PM,,2.00
Dental Hygiene,10165,Dental Hygiene,DENTHYG, 450,001,Practicum,W,4-630PM,,2.00
Dental Hygiene,10165,Dental Hygiene,DENTHYG, 450,001,Practicum,W,4-630PM,,2.00
Dental Hygiene,10166,Dental Hygiene,DENTHYG, 466,001,Select Teach Exper,M,12-1PM,Eagle,1.00-6.00
Dental Hygiene,10166,Dental Hygiene,DENTHYG, 466,001,Select Teach Exper,T,2-4PM,,1.00-6.00
Dental Hygiene,18316,Dental Hygiene,DENTHYG, 475,001,Mentored Prof Exp,,ARR,,3.00-4.00
Dental Hygiene,20418,Dental Hygiene,DENTHYG, 475,002,Mentored Prof Exp,,ARR,,3.00-4.00
Dental Hygiene,10167,Dental Hygiene,DENTHYG, 480,001,Independent Study,M,8-9AM,Kinney,1.00-4.00
Dental Hygiene,19505,Dental Hygiene Degree Completion E-Learning,HYGDCE, 481,001,Leadrship&Prof Dev,,ARR,"Grzesikowski, Cullen",3.00
Dental Hygiene,19507,Dental Hygiene Degree Completion E-Learning,HYGDCE, 482,001,Oral Diseases:  P&M,,ARR,"Korte, Cullen",3.00
Dental Hygiene,19975,Dental Hygiene Degree Completion E-Learning,HYGDCE, 486,001,Community II,,ARR,Cullen,3.00
Dental Hygiene,19976,Dental Hygiene Degree Completion E-Learning,HYGDCE, 488,001,Dent Hyg Education,,ARR,"VanDuine, Cullen",3.00
Dentistry,10144,Biomaterials,BIOMATLS, 572,001,Sp Lab Proj-Biomatr,,ARR,,1.00-4.00
Dentistry,23138,Biomaterials,BIOMATLS, 577,001,Mech of Ortho Matrl,,ARR,Haerian,1.00
Dentistry,10145,Biomaterials,BIOMATLS, 579,001,Investigatn-Thesis,,ARR,,1.00-6.00
Dentistry,10146,Biomaterials,BIOMATLS, 990,001,Diss-Precand,,ARR,,1.00-8.00
Dentistry,10147,Biomaterials,BIOMATLS, 995,001,Diss-Cand,,ARR,,8.00
Dentistry,20881,Dentistry,DENT, 502,001,Evidenced-Based Dent,TH,3-5PM,"Fitzgerald, Mac Eachern",1.00
Dentistry,20877,Dentistry,DENT, 515,001,Grand Rounds,TH,8-10AM,Holland,0.00-3.00
Dentistry,21592,Dentistry,DENT, 521B,001,Dental Anatomy & Occlusion,F,2-5PM,"Karl, Al Juman, Allohaibi, Alqawasmeh, Alshammari, Tenuta, Fox, Goldin, Johnson, Manz, Farraj",1.00-3.00
Dentistry,20935,Dentistry,DENT, 522,001,Comp Care Clinic,T,9-12PM,"Fitzgerald, Nalliah",1.00-10.00
Dentistry,20935,Dentistry,DENT, 522,001,Comp Care Clinic,T,8-9AM,,1.00-10.00
Dentistry,20935,Dentistry,DENT, 522,001,Comp Care Clinic,TH,2-5PM,,1.00-10.00
Dentistry,20880,Dentistry,DENT, 524,001,Pathways Program,M,2-5PM,"de Peralta, Sweier",0.00-5.00
Dentistry,30054,Dentistry,DENT, 529,001,Oral Health Promo,M,1-2PM,Fitzgerald,0.00-1.00
Dentistry,20879,Dentistry,DENT, 532,001,Cariology I,F,8-11AM,"Fontana, Gonzalez",0.00-10.00
Dentistry,20879,Dentistry,DENT, 532,001,Cariology I,F,8-10AM,,0.00-10.00
Dentistry,20879,Dentistry,DENT, 532,001,Cariology I,T,8-12PM,,0.00-10.00
Dentistry,20879,Dentistry,DENT, 532,001,Cariology I,T,9-12PM,,0.00-10.00
Dentistry,20879,Dentistry,DENT, 532,001,Cariology I,T,10-12PM,,0.00-10.00
Dentistry,20878,Dentistry,DENT, 533,001,Infection & Immun,M W F,11-12PM,"Sweier, Passalacqua, Eber, Fuller, Lukacs, Gharaee-Kermani, Aslam, Lei, Nabeshima",3.00
Dentistry,20878,Dentistry,DENT, 533,001,Infection & Immun,M W F,11-12PM,,3.00
Dentistry,22294,Dentistry,DENT, 539,001,"Dev, Regen&Genetics",TH,8-10AM,"Hu, Kaartinen",0.00-10.00
Dentistry,22294,Dentistry,DENT, 539,001,"Dev, Regen&Genetics",M,1-2PM,,0.00-10.00
Dentistry,18309,Dentistry,DENT, 551,001,DSR II:Research Pres,,ARR,,4.00
Dentistry,21585,Dentistry,DENT, 609B,001,Periodontology II,TH,1-2PM,"Richards, Fenno, Britt",1.00
Dentistry,21585,Dentistry,DENT, 609B,001,Periodontology II,W,8-9AM,,1.00
Dentistry,27093,Dentistry,DENT, 614,002,Prin of Restorative Dent,,ARR,,0.00-10.00
Dentistry,21582,Dentistry,DENT, 616,001,Grand Rounds - D2,TH,8-10AM,"Murdoch-Kinch, Holland",0.00-3.00
Dentistry,21589,Dentistry,DENT, 617,001,Principles of Endodontics I,W,12-1PM,Botero,1.00
Dentistry,21584,Dentistry,DENT, 623A,001,Diag Sciences II,T,1-2PM,"Soki, Brooks",1.00
Dentistry,27914,Dentistry,DENT, 625,002,varies by topic,,ARR,"Hamerink, de Peralta",0.00-5.00
Dentistry,27915,Dentistry,DENT, 625,006,varies by topic,,ARR,"Hamerink, Hamerink",0.00-5.00
Dentistry,27916,Dentistry,DENT, 625,008,varies by topic,,ARR,"Hamerink, Hamerink",0.00-5.00
Dentistry,30364,Dentistry,DENT, 625,012,varies by topic,,ARR,Sweier,0.00-5.00
Dentistry,27918,Dentistry,DENT, 625,014,varies by topic,,ARR,Sweier,0.00-5.00
Dentistry,27919,Dentistry,DENT, 625,016,varies by topic,T,10-12PM,Karl,0.00-5.00
Dentistry,21580,Dentistry,DENT, 625A,001,Pathways - HC Delivery,T,8-12PM,"Hamerink, Hamerink",0.00-3.00
Dentistry,21593,Dentistry,DENT, 625B,001,Pathways - Research,T,8-12PM,Chiego Jr,0.00-5.00
Dentistry,21594,Dentistry,DENT, 625C,001,Pathways - Leadership,T,8-12PM,"Sweier, Pinsky",0.00-3.00
Dentistry,29533,Dentistry,DENT, 625I,001,D2 Pathways Immersion,,ARR,"de Peralta, Chiego Jr",0.00-2.00
Dentistry,14071,Dentistry,DENT, 631,001,Clinical Foundations II,M W,9-12PM,"Mendonca, Jin, Alqahtani, Reale Reyes, Daghrery, Morris, Mitwalli, Mendonca, Yamashita, Campos, Manz, Miller, Alhalees, Marshall, May",0.00-10.00
Dentistry,19087,Dentistry,DENT, 632,001,Clinical Found II/Rem Prostho,F,9-12PM,"Kane, Gerigk, Hill, May, Lee Oh, Gordon, Faria Moura, Guitana Carracho, Mendonca",2.00
Dentistry,19087,Dentistry,DENT, 632,001,Clinical Found II/Rem Prostho,F,9-12PM,,2.00
Dentistry,21586,Dentistry,DENT, 633,001,Clinical Applications,M,8-9AM,Hoelscher,0.50
Dentistry,21587,Dentistry,DENT, 636,001,Periodontal Therapy I,W,8-9AM,"Richards, Travan",0.00-10.00
Dentistry,21587,Dentistry,DENT, 636,001,Periodontal Therapy I,TH,1-2PM,,0.00-10.00
Dentistry,21581,Dentistry,DENT, 640,001,GI System,M,3-5PM,"Sweier, Brzezinski, Ganz, Nabeshima, Hortsch, Passalacqua, Appelman, Greenson, Jenkins, Fuller",2.00-3.00
Dentistry,21581,Dentistry,DENT, 640,001,GI System,TH,8-10AM,,2.00-3.00
Dentistry,21581,Dentistry,DENT, 640,001,GI System,F,1-3PM,,2.00-3.00
Dentistry,21581,Dentistry,DENT, 640,001,GI System,F,1-3PM,,2.00-3.00
Dentistry,23092,Dentistry,DENT, 641,001,Orthodontic Diagnosis,TH,10-12PM,"Cevidanes, McClatchey",1.00-10.00
Dentistry,21525,Dentistry,DENT, 643,001,Phys Biomech Tooth,TH,10-12PM,Berkman,1.00-2.00
Dentistry,21525,Dentistry,DENT, 643,001,Phys Biomech Tooth,TH,10-11AM,,1.00-2.00
Dentistry,21583,Dentistry,DENT, 644,001,GU System,M,3-5PM,"Tindle, Cornwall, Fox, Hodgin, Rust, Lei, Moenter, Passalacqua, Hortsch",2.00-4.00
Dentistry,21583,Dentistry,DENT, 644,001,GU System,TH,8-10AM,,2.00-4.00
Dentistry,21583,Dentistry,DENT, 644,001,GU System,F,1-3PM,,2.00-4.00
Dentistry,29626,Dentistry,DENT, 660,001,IPE Collaboration Seminar,,ARR,Fitzgerald,2.00
Dentistry,29512,Dentistry,DENT, 676A,001,EE Educational Theory,W,2-5PM,Richards,0.75
Dentistry,29512,Dentistry,DENT, 676A,001,EE Educational Theory,W,2-5PM,,0.75
Dentistry,29512,Dentistry,DENT, 676A,001,EE Educational Theory,W,2-5PM,,0.75
Dentistry,29512,Dentistry,DENT, 676A,001,EE Educational Theory,W,2-5PM,,0.75
Dentistry,29513,Dentistry,DENT, 676B,001,EE Part B: Lecture,,ARR,Richards,0.25
Dentistry,19618,Dentistry,DENT, 711,001,Diagnostic Sciences IV,W,1-2PM,"Danciu, Cinti, Rivera, Lopez, Benavides",1.00
Dentistry,30348,Dentistry,DENT, 725,002,varies by topic,,ARR,"Hamerink, Hamerink",0.00-5.00
Dentistry,30351,Dentistry,DENT, 725,004,varies by topic,,ARR,"Hamerink, Hamerink",0.00-5.00
Dentistry,30352,Dentistry,DENT, 725,006,varies by topic,,ARR,"Hamerink, Hamerink",0.00-5.00
Dentistry,30354,Dentistry,DENT, 725,008,varies by topic,,ARR,"de Peralta, Fitzgerald",0.00-5.00
Dentistry,30356,Dentistry,DENT, 725,012,varies by topic,,ARR,Hamerink,0.00-5.00
Dentistry,30359,Dentistry,DENT, 725,014,varies by topic,TH,2-4PM,Chiego Jr,0.00-5.00
Dentistry,30360,Dentistry,DENT, 725,016,varies by topic,T,9-11AM,"Marti, Skouteris, Aronovich",0.00-5.00
Dentistry,30360,Dentistry,DENT, 725,016,varies by topic,T,9-10AM,,0.00-5.00
Dentistry,30360,Dentistry,DENT, 725,016,varies by topic,W,9-11AM,,0.00-5.00
Dentistry,30360,Dentistry,DENT, 725,016,varies by topic,T,9-11AM,,0.00-5.00
Dentistry,22350,Dentistry,DENT, 725A,001,Pathways-HCD,,ARR,"de Peralta, Hamerink",1.00-3.00
Dentistry,22351,Dentistry,DENT, 725B,001,Pathways-Reseaarch,,ARR,Chiego Jr,1.00-3.00
Dentistry,22352,Dentistry,DENT, 725C,001,Pathways-Leadership,,ARR,"Sweier, Pinsky",1.00-3.00
Dentistry,30346,Dentistry,DENT, 725I,001,Immersion Pathway,,ARR,"de Peralta, Chiego Jr",0.00-2.00
Dentistry,21590,Dentistry,DENT, 727,001,Principles of Endodontics II,TH,8-9AM,"Botero, Shapiro",1.00
Dentistry,22204,Dentistry,DENT, 732,001,Adv. Operative Dent,M,1-2PM,"Fasbinder, Neiva, Sterlitz",1.00
Dentistry,24416,Dentistry,DENT, 741,002,Clinical Rotation - OMFS/HD,,ARR,,0.00-10.00
Dentistry,21168,Dentistry,DENT, 753,001,Dental Student Teaching I,SA,9-1230PM,Inglehart,1.00-3.00
Dentistry,22203,Dentistry,DENT, 755A,001,Profession & Practice,M W,8-9AM,"Fitzgerald, Van Tubergen, de Peralta",2.00
Dentistry,25491,Dentistry,DENT, 756,001,Pract Mgmt: Bus. Plans,,ARR,Fitzgerald,1.00
Dentistry,25524,Dentistry,DENT, 757,001,Intro to CBCCE,,ARR,"Hamerink, Piskorowski",0.50-3.00
Dentistry,29514,Dentistry,DENT, 776C,001,EE Part C: Preclinic,,ARR,Richards,0.25
Dentistry,23151,Dentistry,DENT, 801,001,Emerging Educators in Academic Dentistry (elective,,ARR,,1.00
Dentistry,25643,Dentistry,DENT, 807A,001,Applied Head and Neck Anatomy,,ARR,Brzezinski,0.00-10.00
Dentistry,35724,Dentistry,DENT, 820,003,Comprehensive Care Clinic,,ARR,Doerr,0.00-10.00
Dentistry,23155,Dentistry,DENT, 825A,001,Pathways-HCD,,ARR,"de Peralta, Hamerink",0.00-2.00
Dentistry,23156,Dentistry,DENT, 825B,001,Pathways-Research,,ARR,Chiego Jr,0.00-2.00
Dentistry,23157,Dentistry,DENT, 825C,001,Pathways-Leadership,,ARR,"Sweier, Pinsky",0.00-2.00
Dentistry,20940,Dentistry,DENT, 840,001,Oral Surgery,,ARR,Hossameldin,1.00
Dentistry,29540,Dentistry,DENT, 851,001,Oral Surgery Elective II,,ARR,"Hossameldin, Ward, Aronovich, Edwards, Sung",1.00-2.00
Dentistry,21169,Dentistry,DENT, 853,001,Dental Student Teaching I,,ARR,Inglehart,1.00-3.00
Dentistry,22318,Dentistry,DENT, 855,001,Professionalism & Practice,M W,1-2PM,Fitzgerald,0.00
Dentistry,20939,Dentistry,DENT, 857,001,CBCCE,,ARR,"Fitzgerald, Hoelscher, Hamerink",3.00-5.00
Dentistry,19258,Dentistry,DENT, 998,001,Curr Practical Prjct,,ARR,Woolfolk,1.00
Dentistry,10149,Dental Education,DENTED, 610,001,Research Methods,T,8-10AM,"Jin, Kaigler",1.00-2.00
Dentistry,23110,Dental Education,DENTED, 613,001,Head & Neck Anatomy,,ARR,Brzezinski,1.50
Dentistry,23111,Dental Education,DENTED, 613,002,Head & Neck Anatomy,M T W TH F,8-12PM,Brzezinski,1.50
Dentistry,23474,Dental Education,DENTED, 614,001,Clin Orl&Max Path,T,8-9AM,Castilho,1.00
Dentistry,10148,Dental Education,DENTED, 630,001,Practicum Clin Teach,,ARR,Korte,1.00-3.00
Dentistry,36155,Dental Hygiene,DHYGRACK, 684,001,Oral Hlt Sci,,ARR,"Haddlesey, Kiser",1.00-3.00
Dentistry,22960,Dental Hygiene,DHYGRACK, 685,101,Fndt Oral Hlth Serv,,ARR,Farrell,1.00-3.00
Dentistry,35971,Dental Hygiene,DHYGRACK, 695,001,Adv Non-surg Perio,T,1-2PM,Furgeson,1.00-3.00
Dentistry,10168,Endodontics,ENDODONT, 651,001,Preclin Grad Endo,,ARR,,5.00
Dentistry,10169,Endodontics,ENDODONT, 652,001,Clin Endodontics,,ARR,"McDonald, Botero, Bauer, Michaelson, Carr, Gardner",1.00-3.00
Dentistry,28241,Endodontics,ENDODONT, 653,001,Sem-Endodontics,,ARR,,1.00-2.00
Dentistry,20955,Endodontics,ENDODONT, 654,001,Biol Basis for Endo,TH,1-4PM,McDonald,1.00-2.00
Dentistry,28571,Endodontics,ENDODONT, 655,001,Endo Research,,ARR,,1.00-3.00
Dentistry,30567,Endodontics,ENDODONT, 655,002,Endo Research,,ARR,McDonald,1.00-3.00
Dentistry,10171,Endodontics,ENDODONT, 660,001,Case  Pres  & Treat,F,1-3PM,McDonald,1.00
Dentistry,10171,Endodontics,ENDODONT, 660,001,Case  Pres  & Treat,F,1-3PM,,1.00
Dentistry,10172,Endodontics,ENDODONT, 661,001,Pharmacology&Medicn,W TH,8-9AM,McDonald,1.00
Dentistry,10173,Oral Biology,ORALBIOL, 670,001,Biol Oral Tissues,,ARR,,2.00
Dentistry,10174,Oral Biology,ORALBIOL, 672,001,Orientat Research,,ARR,,1.00-2.00
Dentistry,10175,Oral Biology,ORALBIOL, 676,001,Clin Dental Pharm,,ARR,,1.00
Dentistry,10176,Oral Biology,ORALBIOL, 678,001,Stat Meth Oral Biol,,ARR,,1.00-3.00
